game_id,game_name_abbr,index,type,inversed
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,mrt_con,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,mrt_inc,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,mrt_pure,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,mrt_repeat,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,mrt_switch,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,pc_con,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,pc_inc,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,pc_pure,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,pc_repeat,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,pc_switch,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,switch_cost_pc_gen,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,switch_cost_pc_spe,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,switch_cost_rt_gen,exclude,
ebcab989-3390-446c-ac8f-f61132765f3e,Birds,switch_cost_rt_spe,rt_contrast,1
1c188618-612a-468c-b0a0-76a4afcdbaa0,ColStrp,cong_eff_pc,exclude,
1c188618-612a-468c-b0a0-76a4afcdbaa0,ColStrp,cong_eff_rt,rt_contrast,1
1c188618-612a-468c-b0a0-76a4afcdbaa0,ColStrp,mrt_con,exclude,
1c188618-612a-468c-b0a0-76a4afcdbaa0,ColStrp,mrt_inc,exclude,
1c188618-612a-468c-b0a0-76a4afcdbaa0,ColStrp,pc_con,exclude,
1c188618-612a-468c-b0a0-76a4afcdbaa0,ColStrp,pc_inc,exclude,
6ea55de0-0d70-4ae1-8ccf-00705d103b69,Flkr,cong_eff_pc,exclude,
6ea55de0-0d70-4ae1-8ccf-00705d103b69,Flkr,cong_eff_rt,rt_contrast,1
6ea55de0-0d70-4ae1-8ccf-00705d103b69,Flkr,mrt_con,exclude,
6ea55de0-0d70-4ae1-8ccf-00705d103b69,Flkr,mrt_inc,exclude,
6ea55de0-0d70-4ae1-8ccf-00705d103b69,Flkr,pc_con,exclude,
6ea55de0-0d70-4ae1-8ccf-00705d103b69,Flkr,pc_inc,exclude,
148077f2-17e2-471d-99fc-4fbb77027aef,FlkrSpd,cong_eff_pc,exclude,
148077f2-17e2-471d-99fc-4fbb77027aef,FlkrSpd,cong_eff_rt,exclude,
148077f2-17e2-471d-99fc-4fbb77027aef,FlkrSpd,mrt_con,exclude,
148077f2-17e2-471d-99fc-4fbb77027aef,FlkrSpd,mrt_inc,exclude,
148077f2-17e2-471d-99fc-4fbb77027aef,FlkrSpd,pc_con,exclude,
148077f2-17e2-471d-99fc-4fbb77027aef,FlkrSpd,pc_inc,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,mrt_pure,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,mrt_repeat,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,mrt_switch,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,pc_pure,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,pc_repeat,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,pc_switch,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,switch_cost_pc_gen,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,switch_cost_pc_spe,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,switch_cost_rt_gen,exclude,
24b1d4ad-ab3e-4361-8b9b-d1dcb5edf2b9,CardSort,switch_cost_rt_spe,rt_contrast,1
f4e7115d-ba8a-474f-945d-fc88946000e8,BPSA,bps_score,acc,0
f4e7115d-ba8a-474f-945d-fc88946000e8,BPSA,p_sim_foil,exclude,
f4e7115d-ba8a-474f-945d-fc88946000e8,BPSA,p_sim_lure,exclude,
f4e7115d-ba8a-474f-945d-fc88946000e8,BPSA,p_sim_target,exclude,
f4e7115d-ba8a-474f-945d-fc88946000e8,BPSA,pc,exclude,
f1156275-3f17-40c2-bda6-22767878ddf2,BPSB,bps_score,exclude,
f1156275-3f17-40c2-bda6-22767878ddf2,BPSB,p_sim_foil,exclude,
f1156275-3f17-40c2-bda6-22767878ddf2,BPSB,p_sim_lure,exclude,
f1156275-3f17-40c2-bda6-22767878ddf2,BPSB,p_sim_target,exclude,
f1156275-3f17-40c2-bda6-22767878ddf2,BPSB,pc,exclude,
bcbdfb36-58a3-4df9-b31e-5f54295a1468,BPSC,bps_score,exclude,
bcbdfb36-58a3-4df9-b31e-5f54295a1468,BPSC,p_sim_foil,exclude,
bcbdfb36-58a3-4df9-b31e-5f54295a1468,BPSC,p_sim_lure,exclude,
bcbdfb36-58a3-4df9-b31e-5f54295a1468,BPSC,p_sim_target,exclude,
bcbdfb36-58a3-4df9-b31e-5f54295a1468,BPSC,pc,exclude,
b4dcbdfe-f835-438b-9448-bc570f384851,BPSD,bps_score,exclude,
b4dcbdfe-f835-438b-9448-bc570f384851,BPSD,p_sim_foil,exclude,
b4dcbdfe-f835-438b-9448-bc570f384851,BPSD,p_sim_lure,exclude,
b4dcbdfe-f835-438b-9448-bc570f384851,BPSD,p_sim_target,exclude,
b4dcbdfe-f835-438b-9448-bc570f384851,BPSD,pc,exclude,
76621a53-d00c-4efd-83f2-d7d499b7c8b0,DRM,fm_bias,exclude,
76621a53-d00c-4efd-83f2-d7d499b7c8b0,DRM,fm_dprime,acc,0
76621a53-d00c-4efd-83f2-d7d499b7c8b0,DRM,tm_bias,exclude,
76621a53-d00c-4efd-83f2-d7d499b7c8b0,DRM,tm_dprime,acc,0
d30fe222-c37d-42fb-97d8-e65a039e17d8,DRMB,fm_bias,exclude,
d30fe222-c37d-42fb-97d8-e65a039e17d8,DRMB,fm_dprime,exclude,
d30fe222-c37d-42fb-97d8-e65a039e17d8,DRMB,tm_bias,exclude,
d30fe222-c37d-42fb-97d8-e65a039e17d8,DRMB,tm_dprime,exclude,
fe1c2015-ab53-4899-8357-c64dc6aad075,MRC,nc,acc,0
8fa69a79-d25b-4079-9d9e-1db817f959b3,MRD,nc,exclude,
ad810784-6bef-4277-803d-644a4d5d57f6,MR3DA,nc,acc,0
1cee9ffa-6391-4bc1-8a87-2199036e1f6b,MR3DB,nc,exclude,
b019d6ec-9e38-497e-8259-8bf7128fe76c,DRIA,nc,acc,0
3759e0fa-bccd-4539-81fd-73f5671af290,DRIB,nc,exclude,
26eb4f74-91aa-4965-b542-4cfb77a618be,NVRIA,nc,acc,0
4e538055-d5a1-4e91-bf6c-93c68cf4de28,NVRIB,nc,exclude,
ca646547-8ef2-4657-8b9b-35b586073683,NVRDA,nc,acc,0
831784bc-2aeb-4a1e-95ed-2df1224836bb,NVRDB,nc,exclude,
a0cab4df-f1de-44e2-afbc-2a205d5ca7e4,FOLDA,nc,acc,0
49feab5f-c3e8-4bf3-b58f-63730c616b50,FOLDB,nc,exclude,
11d071cc-7289-429a-a6c5-a552753c52a0,VRJr,nc,acc,0
2b9cd51a-64d6-49b3-8e9c-2db69d21771b,VRAdv,nc,exclude,
617dc922-094c-433d-95f1-03f6489de1b6,RAT,nc,acc,0
82c50d3a-5a13-451f-ad3a-9b8082731ac9,Reading2,nc,acc,0
2a82342b-f1bf-489e-8dd4-403e708123d1,Reading,nc,acc,0
98ff7e39-c007-496a-9657-b2be8425d303,RavenSE,nc,outcome,
b2c2007f-1eac-43cd-b189-b2e8b205505a,RavenSO,nc,outcome,
993e97f8-25be-4b20-9fa8-a901c8a6b7e8,RavenAdv,nc,outcome,
4b245057-1fc7-4b88-83e1-9cc8b0448c7a,AscLanJr,nc,exclude,
33cb1542-8736-444d-80b5-4bed6cdac1a5,AscLanMd,nc,acc,0
9329db09-3ea5-42d8-a179-d8554b7cce99,AscMem,nc,acc,0
d5d29d3b-2a4c-4e1a-ab8e-b8fcc0fae48b,AttSrc,nc,acc,0
32b4ed17-52d5-464e-9009-1752f2b6731d,FPT,nc,acc,0
542754a4-d429-448a-b946-47149509d474,FPTS,nc,exclude,
28ddff7c-396a-4bce-8b16-c3258cd637dc,CalcSpdJr,nc,acc,0
4b72d72d-b6f3-430f-b744-4209fe9508a2,EP,nc,acc,0
9a7e8886-d69c-4ab2-8899-4fa7150942f0,EPS,nc,exclude,
3a90d262-2d4f-4628-8902-01cd653f6bf5,StD,nc_cor,exclude,
8cd79a3c-bcfa-45f1-aa15-65c52bd4f4ea,SchulteAdv,nc_cor,acc,0
e88ce3d8-88eb-41c6-ba2d-0650e6897d0f,SchulteMed,nc_cor,exclude,
c89ae889-110f-4c57-b201-802374d2f624,Lexic,c,exclude,
c89ae889-110f-4c57-b201-802374d2f624,Lexic,commissions,exclude,
c89ae889-110f-4c57-b201-802374d2f624,Lexic,dprime,acc,0
c89ae889-110f-4c57-b201-802374d2f624,Lexic,mrt,rt,1
c89ae889-110f-4c57-b201-802374d2f624,Lexic,nc,exclude,
c89ae889-110f-4c57-b201-802374d2f624,Lexic,omissions,exclude,
c89ae889-110f-4c57-b201-802374d2f624,Lexic,rtsd,exclude,
cd0b8686-e775-416e-8a58-31a44f37f239,Symbol,c,exclude,
cd0b8686-e775-416e-8a58-31a44f37f239,Symbol,commissions,exclude,
cd0b8686-e775-416e-8a58-31a44f37f239,Symbol,dprime,acc,0
cd0b8686-e775-416e-8a58-31a44f37f239,Symbol,mrt,rt,1
cd0b8686-e775-416e-8a58-31a44f37f239,Symbol,nc,exclude,
cd0b8686-e775-416e-8a58-31a44f37f239,Symbol,omissions,exclude,
